Park Name,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,TentCampers,
White Sands National Park,WHSA,National Park,Intermountain ,NM,2016,7,"63,078",0,0,0
White Sands National Park,WHSA,National Park,Intermountain ,NM,2016,8,"45,378",0,0,0
White Sands National Park,WHSA,National Park,Intermountain ,NM,2016,9,"45,679",0,0,0
White Sands National Park,WHSA,National Park,Intermountain ,NM,2016,10,"43,872",0,0,0
White Sands National Park,WHSA,National Park,Intermountain ,NM,2016,11,"36,041",0,0,0
White Sands National Park,WHSA,National Park,Intermountain ,NM,2016,12,"36,772",0,0,0
White Sands National Park,WHSA,National Park,Intermountain ,NM,2017,1,"28,725",0,0,0
White Sands National Park,WHSA,National Park,Intermountain ,NM,2017,2,"34,370",0,0,0
White Sands National Park,WHSA,National Park,Intermountain ,NM,2017,3,"80,791",0,0,0
White Sands National Park,WHSA,National Park,Intermountain ,NM,2017,4,"60,885",0,0,0
White Sands National Park,WHSA,National Park,Intermountain ,NM,2017,5,"62,169",0,0,0
White Sands National Park,WHSA,National Park,Intermountain ,NM,2017,6,"56,140",0,0,0
White Sands National Park,WHSA,National Park,Intermountain ,NM,2017,7,"67,281",0,0,0
White Sands National Park,WHSA,National Park,Intermountain ,NM,2017,8,"48,936",0,0,0
White Sands National Park,WHSA,National Park,Intermountain ,NM,2017,9,"41,285",0,0,0
White Sands National Park,WHSA,National Park,Intermountain ,NM,2017,10,"44,473",0,0,0
White Sands National Park,WHSA,National Park,Intermountain ,NM,2017,11,"42,231",0,0,0
White Sands National Park,WHSA,National Park,Intermountain ,NM,2017,12,"45,182",0,0,0
Wind Cave National Park ,WICA,National Park,Midwest ,SD,2015,1,"16,116","18,486",0,0
Wind Cave National Park ,WICA,National Park,Midwest ,SD,2015,2,"10,885","12,486",0,0
Wind Cave National Park ,WICA,National Park,Midwest ,SD,2015,3,"18,788","14,368",44,19
Wind Cave National Park ,WICA,National Park,Midwest ,SD,2015,4,"36,808","12,760",55,75
Wind Cave National Park ,WICA,National Park,Midwest ,SD,2015,5,"69,312","24,028",292,272
Wind Cave National Park ,WICA,National Park,Midwest ,SD,2015,6,"117,438","40,712",473,894
Wind Cave National Park ,WICA,National Park,Midwest ,SD,2015,7,"119,875","26,715",703,328
Wind Cave National Park ,WICA,National Park,Midwest ,SD,2015,8,"97,900","21,818",378,"1,108"
Wind Cave National Park ,WICA,National Park,Midwest ,SD,2015,9,"73,754","25,568",361,841
Wind Cave National Park ,WICA,National Park,Midwest ,SD,2015,10,"24,704","18,891",104,244
Wind Cave National Park ,WICA,National Park,Midwest ,SD,2015,11,"15,014","17,222",9,20
Wind Cave National Park ,WICA,National Park,Midwest ,SD,2015,12,"11,604","13,310",1,3
Wind Cave National Park ,WICA,National Park,Midwest ,SD,2016,1,"10,734","12,312",9,8
Wind Cave National Park ,WICA,National Park,Midwest ,SD,2016,2,"13,785","15,812",1,7
Wind Cave National Park ,WICA,National Park,Midwest ,SD,2016,3,"24,239","18,535",18,41
Wind Cave National Park ,WICA,National Park,Midwest ,SD,2016,4,"38,373","13,303",73,143
Wind Cave National Park ,WICA,National Park,Midwest ,SD,2016,5,"51,752","17,941",318,361
Wind Cave National Park ,WICA,National Park,Midwest ,SD,2016,6,"114,636","39,740",964,846
Wind Cave National Park ,WICA,National Park,Midwest ,SD,2016,7,"124,710","27,793","1,296",791
Wind Cave National Park ,WICA,National Park,Midwest ,SD,2016,8,"104,543","23,298",860,582
Wind Cave National Park ,WICA,National Park,Midwest ,SD,2016,9,"78,141","27,089",294,"1,179"
Wind Cave National Park ,WICA,National Park,Midwest ,SD,2016,10,"28,696","21,944",218,362
Wind Cave National Park ,WICA,National Park,Midwest ,SD,2016,11,"15,994","18,346",42,81
Wind Cave National Park ,WICA,National Park,Midwest ,SD,2016,12,"11,774","13,505",0,0
Wind Cave National Park ,WICA,National Park,Midwest ,SD,2017,1,"11,916","13,668",0,3
Wind Cave National Park ,WICA,National Park,Midwest ,SD,2017,2,"15,543","17,828",6,10
Wind Cave National Park ,WICA,National Park,Midwest ,SD,2017,3,"24,896","19,038",49,32
Wind Cave National Park ,WICA,National Park,Midwest ,SD,2017,4,"38,002","13,174",106,206
Wind Cave National Park ,WICA,National Park,Midwest ,SD,2017,5,"46,204","16,018",393,226
Wind Cave National Park ,WICA,National Park,Midwest ,SD,2017,6,"116,823","40,499","1,298","1,120"
Wind Cave National Park ,WICA,National Park,Midwest ,SD,2017,7,"128,984","28,745","2,308","1,031"
Wind Cave National Park ,WICA,National Park,Midwest ,SD,2017,8,"103,518","23,070","1,389","1,068"
Wind Cave National Park ,WICA,National Park,Midwest ,SD,2017,9,"77,574","26,892",528,754
Wind Cave National Park ,WICA,National Park,Midwest ,SD,2017,10,"28,696","21,944",90,168
Wind Cave National Park ,WICA,National Park,Midwest ,SD,2017,11,"15,994","18,346",30,46
Wind Cave National Park ,WICA,National Park,Midwest ,SD,2017,12,"11,774","13,505",0,6
Yellowstone National Park ,YELL,National Park,Intermountain ,WY,2015,1,"28,091","53,478",128,144
Yellowstone National Park ,YELL,National Park,Intermountain ,WY,2015,2,"34,343","55,693",112,195
Yellowstone National Park ,YELL,National Park,Intermountain ,WY,2015,3,"22,989","65,087",464,390
Yellowstone National Park ,YELL,National Park,Intermountain ,WY,2015,4,"46,600","62,472","1,053","1,306"
Yellowstone National Park ,YELL,National Park,Intermountain ,WY,2015,5,"386,064","98,137","5,686","8,150"
Yellowstone National Park ,YELL,National Park,Intermountain ,WY,2015,6,"780,768","148,865","19,363","12,899"
Yellowstone National Park ,YELL,National Park,Intermountain ,WY,2015,7,"980,702","190,369","27,747","13,408"
Yellowstone National Park ,YELL,National Park,Intermountain ,WY,2015,8,"854,408","168,410","27,597","12,813"
Yellowstone National Park ,YELL,National Park,Intermountain ,WY,2015,9,"680,213","131,438","17,062","15,610"
Yellowstone National Park ,YELL,National Park,Intermountain ,WY,2015,10,"252,013","84,572","4,797","4,694"
Yellowstone National Park ,YELL,National Park,Intermountain ,WY,2015,11,"11,049","49,416",70,138
Yellowstone National Park ,YELL,National Park,Intermountain ,WY,2015,12,"20,470","48,181",70,83
Yellowstone National Park ,YELL,National Park,Intermountain ,WY,2016,1,"30,621","51,099",192,125
Yellowstone National Park ,YELL,National Park,Intermountain ,WY,2016,2,"36,327","55,180",106,179
Yellowstone National Park ,YELL,National Park,Intermountain ,WY,2016,3,"22,924","62,138",438,358
Yellowstone National Park ,YELL,National Park,Intermountain ,WY,2016,4,"59,253","64,044","1,264","1,728"
Yellowstone National Park ,YELL,National Park,Intermountain ,WY,2016,5,"444,630","105,417","5,248","6,618"
Yellowstone National Park ,YELL,National Park,Intermountain ,WY,2016,6,"838,316","156,070","20,381","13,274"
Yellowstone National Park ,YELL,National Park,Intermountain ,WY,2016,7,"995,917","192,910","29,024","12,998"
Yellowstone National Park ,YELL,National Park,Intermountain ,WY,2016,8,"841,036","176,451","27,075","12,256"
Yellowstone National Park ,YELL,National Park,Intermountain ,WY,2016,9,"701,754","142,449","14,432","15,968"
Yellowstone National Park ,YELL,National Park,Intermountain ,WY,2016,10,"242,004","84,598","2,877","4,662"
Yellowstone National Park ,YELL,National Park,Intermountain ,WY,2016,11,"24,710","60,954",560,707
Yellowstone National Park ,YELL,National Park,Intermountain ,WY,2016,12,"19,685","47,546",42,118
Yellowstone National Park ,YELL,National Park,Intermountain ,WY,2017,1,"29,518","53,822",154,93
Yellowstone National Park ,YELL,National Park,Intermountain ,WY,2017,2,"32,275","54,038",106,102
Yellowstone National Park ,YELL,National Park,Intermountain ,WY,2017,3,"23,897","62,505",349,448
Yellowstone National Park ,YELL,National Park,Intermountain ,WY,2017,4,"45,160","65,733",963,"1,344"
Yellowstone National Park ,YELL,National Park,Intermountain ,WY,2017,5,"419,635","119,406","5,290","10,541"
Yellowstone National Park ,YELL,National Park,Intermountain ,WY,2017,6,"803,652","159,872","16,938","12,842"
Yellowstone National Park ,YELL,National Park,Intermountain ,WY,2017,7,"962,404","202,263","28,678","12,413"
Yellowstone National Park ,YELL,National Park,Intermountain ,WY,2017,8,"916,166","189,463","28,960","12,714"
Yellowstone National Park ,YELL,National Park,Intermountain ,WY,2017,9,"640,068","140,300","12,000","13,946"
Yellowstone National Park ,YELL,National Park,Intermountain ,WY,2017,10,"211,987","92,665","2,477","4,931"
Yellowstone National Park ,YELL,National Park,Intermountain ,WY,2017,11,"10,468","55,331",253,218
Yellowstone National Park ,YELL,National Park,Intermountain ,WY,2017,12,"21,294","52,150",125,131
Yosemite National Park,YOSE,National Park,Pacific West ,CA,2015,1,"128,318","5,623","6,760","3,260"
Yosemite National Park,YOSE,National Park,Pacific West ,CA,2015,2,"135,316","5,756","6,437","4,236"
Yosemite National Park,YOSE,National Park,Pacific West ,CA,2015,3,"194,667","7,955","16,773","6,832"
Yosemite National Park,YOSE,National Park,Pacific West ,CA,2015,4,"281,328","11,219","38,690","20,388"
Yosemite National Park,YOSE,National Park,Pacific West ,CA,2015,5,"408,121","15,559","50,694","36,948"
Yosemite National Park,YOSE,National Park,Pacific West ,CA,2015,6,"545,231","20,202","95,954","40,192"
Yosemite National Park,YOSE,National Park,Pacific West ,CA,2015,7,"626,009","22,714","121,937","52,660"
Yosemite National Park,YOSE,National Park,Pacific West ,CA,2015,8,"636,936","22,955","116,880","44,948"
Yosemite National Park,YOSE,National Park,Pacific West ,CA,2015,9,"527,402","17,684","88,597","32,512"
Yosemite National Park,YOSE,National Park,Pacific West ,CA,2015,10,"357,223","13,291","32,233","30,548"
Yosemite National Park,YOSE,National Park,Pacific West ,CA,2015,11,"169,425","6,479","10,871","9,644"
Yosemite National Park,YOSE,National Park,Pacific West ,CA,2015,12,"140,241","5,644","2,875","2,204"
Yosemite National Park,YOSE,National Park,Pacific West ,CA,2016,1,"139,780","5,776","2,969","1,572"
Yosemite National Park,YOSE,National Park,Pacific West ,CA,2016,2,"201,601","8,505","5,665","3,036"
Yosemite National Park,YOSE,National Park,Pacific West ,CA,2016,3,"286,990","12,439","8,387","18,524"
Yosemite National Park,YOSE,National Park,Pacific West ,CA,2016,4,"305,092","11,868","30,405","29,592"
Yosemite National Park,YOSE,National Park,Pacific West ,CA,2016,5,"457,309","17,574","44,848","34,068"
Yosemite National Park,YOSE,National Park,Pacific West ,CA,2016,6,"703,614","25,323","64,090","45,920"
Yosemite National Park,YOSE,National Park,Pacific West ,CA,2016,7,"780,728","28,301","106,333","78,060"
Yosemite National Park,YOSE,National Park,Pacific West ,CA,2016,8,"692,450","24,709","87,435","59,376"
Yosemite National Park,YOSE,National Park,Pacific West ,CA,2016,9,"598,428","21,874","83,544","58,980"
Yosemite National Park,YOSE,National Park,Pacific West ,CA,2016,10,"483,232","16,693","37,584","31,392"
Yosemite National Park,YOSE,National Park,Pacific West ,CA,2016,11,"218,998","8,713","15,830","14,128"
Yosemite National Park,YOSE,National Park,Pacific West ,CA,2016,12,"160,646","6,471","3,341","2,096"
Yosemite National Park,YOSE,National Park,Pacific West ,CA,2017,1,"120,025","4,899","2,673","1,512"
Yosemite National Park,YOSE,National Park,Pacific West ,CA,2017,2,"119,421","4,705","2,958","3,292"
Yosemite National Park,YOSE,National Park,Pacific West ,CA,2017,3,"166,793","6,726","8,550","9,464"
Yosemite National Park,YOSE,National Park,Pacific West ,CA,2017,4,"302,553","12,601","28,454","26,220"
Yosemite National Park,YOSE,National Park,Pacific West ,CA,2017,5,"471,844","18,901","40,621","31,744"
Yosemite National Park,YOSE,National Park,Pacific West ,CA,2017,6,"565,702","22,494","43,997","30,396"
Yosemite National Park,YOSE,National Park,Pacific West ,CA,2017,7,"633,351","23,429","64,138","39,624"
Yosemite National Park,YOSE,National Park,Pacific West ,CA,2017,8,"615,892","20,863","97,353","45,604"
Yosemite National Park,YOSE,National Park,Pacific West ,CA,2017,9,"566,279","19,780","92,634","44,640"
Yosemite National Park,YOSE,National Park,Pacific West ,CA,2017,10,"429,827","15,367","54,394","42,300"
Yosemite National Park,YOSE,National Park,Pacific West ,CA,2017,11,"217,927","8,885","13,921","12,764"
Yosemite National Park,YOSE,National Park,Pacific West ,CA,2017,12,"127,276","5,004","6,783","6,284"
Zion National Park ,ZION,National Park,Intermountain ,UT,2015,1,"78,318","1,860","1,143","1,007"
Zion National Park ,ZION,National Park,Intermountain ,UT,2015,2,"106,314","1,680","1,980","1,897"
Zion National Park ,ZION,National Park,Intermountain ,UT,2015,3,"291,118","1,860","13,665","7,320"
Zion National Park ,ZION,National Park,Intermountain ,UT,2015,4,"392,417","1,800","14,383","10,101"
Zion National Park ,ZION,National Park,Intermountain ,UT,2015,5,"400,048","1,860","13,446","8,043"
Zion National Park ,ZION,National Park,Intermountain ,UT,2015,6,"458,546","1,800","16,453","6,848"
Zion National Park ,ZION,National Park,Intermountain ,UT,2015,7,"479,538","1,860","17,272","7,059"
Zion National Park ,ZION,National Park,Intermountain ,UT,2015,8,"455,487","1,860","17,664","7,376"
Zion National Park ,ZION,National Park,Intermountain ,UT,2015,9,"394,201","1,800","16,136","7,979"
Zion National Park ,ZION,National Park,Intermountain ,UT,2015,10,"314,966","1,860","12,728","8,809"
Zion National Park ,ZION,National Park,Intermountain ,UT,2015,11,"180,390","1,800","7,158","6,001"
Zion National Park ,ZION,National Park,Intermountain ,UT,2015,12,"97,503","1,860","1,500","1,343"
Zion National Park ,ZION,National Park,Intermountain ,UT,2016,1,"84,145","1,860","1,350",720
Zion National Park ,ZION,National Park,Intermountain ,UT,2016,2,"117,510","1,680","2,452","1,587"
Zion National Park ,ZION,National Park,Intermountain ,UT,2016,3,"359,920","1,860","13,716","7,679"
Zion National Park ,ZION,National Park,Intermountain ,UT,2016,4,"395,768","1,800","13,810","10,668"
Zion National Park ,ZION,National Park,Intermountain ,UT,2016,5,"447,976","1,860","14,101","7,905"
Zion National Park ,ZION,National Park,Intermountain ,UT,2016,6,"544,890","1,800","17,225","6,679"
Zion National Park ,ZION,National Park,Intermountain ,UT,2016,7,"599,961","1,860","17,904","6,880"
Zion National Park ,ZION,National Park,Intermountain ,UT,2016,8,"477,507","1,860","17,766","6,978"
Zion National Park ,ZION,National Park,Intermountain ,UT,2016,9,"497,825","1,800","15,688","8,063"
Zion National Park ,ZION,National Park,Intermountain ,UT,2016,10,"412,916","1,860","12,825","6,888"
Zion National Park ,ZION,National Park,Intermountain ,UT,2016,11,"232,271","1,800","8,972","5,582"
Zion National Park ,ZION,National Park,Intermountain ,UT,2016,12,"124,438","1,860","1,633","1,099"
Zion National Park ,ZION,National Park,Intermountain ,UT,2017,1,"88,561","1,860","1,120",515
Zion National Park ,ZION,National Park,Intermountain ,UT,2017,2,"110,569","1,680","1,794","1,536"
Zion National Park ,ZION,National Park,Intermountain ,UT,2017,3,"345,476","1,860","13,840","6,985"
Zion National Park ,ZION,National Park,Intermountain ,UT,2017,4,"515,652","1,800","14,359","9,385"
Zion National Park ,ZION,National Park,Intermountain ,UT,2017,5,"509,017","1,860","14,315","7,799"
Zion National Park ,ZION,National Park,Intermountain ,UT,2017,6,"533,252","1,800","16,918","6,833"
Zion National Park ,ZION,National Park,Intermountain ,UT,2017,7,"576,349","1,860","17,498","6,391"
Zion National Park ,ZION,National Park,Intermountain ,UT,2017,8,"529,684","1,860","17,438","6,887"
